pfam_id	age_class	rna_go	rna_rbpworld	rna_union	dna_binding	in_green51	in_universal415
PF09631		False	True	True	False	False	False
PF09633	post-LBCA	False	False	False	False	False	False
PF09635		False	True	True	False	False	False
PF09640	FCB	False	False	False	False	False	False
PF09643	LBCA	False	False	False	False	False	False
PF09648	Terrabacteria	False	False	False	False	False	False
PF09650	post-LBCA	False	False	False	False	False	False
PF09651	post-LBCA	False	False	False	False	False	False
PF09654	Terrabacteria	False	False	False	False	False	False
PF09655	post-LBCA	False	False	False	False	False	False
PF09656	LBCA	False	False	False	False	False	False
PF09660	post-LBCA	False	False	False	False	False	False
PF09661	Terrabacteria	False	False	False	False	False	False
PF09663	post-LBCA	False	False	False	False	False	False
PF09664	post-LBCA	False	False	False	False	False	False
PF09669	LBCA	False	False	False	False	False	False
PF09670	LBCA	False	False	False	False	False	False
PF09671	Terrabacteria	False	False	False	False	False	False
PF09673	Proteobacteria	False	False	False	False	False	False
PF09674	post-LBCA	False	False	False	False	False	False
PF09676	Proteobacteria	False	False	False	False	False	False
PF09677	Proteobacteria	False	False	False	False	False	False
PF09678	LBCA	False	False	False	False	False	False
PF09680	Terrabacteria	False	False	False	False	False	False
PF09681	post-LBCA	False	False	False	False	False	False
PF09682	Terrabacteria	False	False	False	False	False	False
PF09683	Terrabacteria	False	False	False	False	False	False
PF09684	LBCA	False	False	False	False	False	False
PF09685	unclassifiable	False	False	False	False	False	False
PF09686	Proteobacteria	False	False	False	False	False	False
PF09692		True	True	True	False	False	False
PF09693	Terrabacteria	False	False	False	False	False	False
PF09694	LBCA	False	False	False	False	False	False
PF09695	Proteobacteria	False	False	False	False	False	False
PF09697	FCB	False	False	False	False	False	False
PF09698	Proteobacteria	False	False	False	False	False	False
PF09699	LBCA	False	False	False	False	False	False
PF09700	LBCA	False	False	False	False	False	False
PF09701	LBCA	False	False	False	False	False	False
PF09704	LUCA	False	False	False	False	False	False
PF09706	Terrabacteria	False	False	False	False	False	False
PF09707	LBCA	False	False	False	False	False	False
PF09709	LBCA	False	False	False	False	False	False
PF09712	Proteobacteria	False	False	False	False	False	False
PF09718	Proteobacteria	False	False	False	False	False	False
PF09719	LUCA	False	False	False	False	False	False
PF09720	LBCA	False	False	False	False	False	False
PF09721	LUCA	False	False	False	False	False	False
PF09722	LBCA	False	False	False	False	False	False
PF09723	unclassifiable	False	False	False	False	False	False
PF09731	Proteobacteria	False	False	False	False	False	False
PF09734		False	True	True	False	False	False
PF09736		False	True	True	False	False	False
PF09738		True	True	True	False	False	False
PF09745		False	True	True	False	False	False
PF09749		True	True	True	False	False	False
PF09750		False	True	True	False	False	False
PF09751		False	True	True	False	False	False
PF09754	LBCA	False	False	False	False	False	False
PF09757		False	True	True	False	False	False
PF09770		False	True	True	False	False	False
PF09776		True	True	True	False	False	False
PF09784		False	True	True	False	False	False
PF09785		False	True	True	False	False	False
PF09791	Proteobacteria	False	False	False	False	False	False
PF09793		False	True	True	False	False	False
PF09805		False	True	True	False	False	False
PF09808		False	True	True	False	False	False
PF09809		True	True	True	False	False	False
PF09812		False	True	True	False	False	False
PF09816		False	True	True	False	False	False
PF09818	Inspect	False	False	False	False	False	False
PF09819	Inspect	False	False	False	False	False	False
PF09820	LBCA	False	False	False	False	False	False
PF09821	Inspect	False	False	False	False	False	False
PF09822	LBCA	False	False	False	False	False	False
PF09823	LBCA	False	False	False	False	False	False
PF09824	Euryarchaeota	False	False	False	False	False	False
PF09825	post-LBCA	False	False	False	False	False	False
PF09826	post-LBCA	False	False	False	False	False	False
PF09827	LUCA	False	False	False	False	False	False
PF09828	LBCA	False	False	False	False	False	False
PF09829	Proteobacteria	False	False	False	False	False	False
PF09830	post-LBCA	False	False	False	False	False	False
PF09831	Proteobacteria	False	False	False	False	False	False
PF09832	Proteobacteria	False	False	False	False	False	False
PF09834	Proteobacteria	False	False	False	False	False	False
PF09835	LBCA	False	False	False	False	False	False
PF09836	post-LBCA	False	False	False	False	False	False
PF09837	LBCA	False	False	False	False	False	False
PF09838	Proteobacteria	False	False	False	False	False	False
PF09839	Proteobacteria	False	False	False	False	False	False
PF09840	TACK	False	False	False	False	False	False
PF09842	Proteobacteria	False	False	False	False	False	False
PF09843	LACA	False	False	False	False	False	False
PF09844	LBCA	False	False	False	False	False	False
PF09845	Euryarchaeota	False	False	False	False	False	False
PF09846	Euryarchaeota	False	False	False	False	False	False
PF09847	LACA	False	False	False	False	False	False
PF09848	LBCA	False	True	True	False	False	False
PF09849	Proteobacteria	False	False	False	False	False	False
PF09850	Proteobacteria	False	False	False	False	False	False
PF09851	LUCA	False	False	False	False	False	False
PF09852	LBCA	False	False	False	False	False	False
PF09853	LACA	False	False	False	False	False	False
PF09855	Inspect	False	False	False	False	False	False
PF09856	Proteobacteria	False	False	False	False	False	False
PF09857	Proteobacteria	False	False	False	False	False	False
PF09858	Inspect	False	False	False	False	False	False
PF09859	LBCA	False	False	False	False	False	False
PF09860	post-LBCA	False	False	False	False	False	False
PF09861	LUCA	False	False	False	False	False	False
PF09862	LBCA	False	False	False	False	False	False
PF09863	post-LBCA	False	False	False	False	False	False
PF09864	LBCA	False	False	False	False	False	False
PF09865	LBCA	False	False	False	False	False	False
PF09866	Proteobacteria	False	False	False	False	False	False
PF09867	Proteobacteria	False	False	False	False	False	False
PF09868	unclassifiable	False	False	False	False	False	False
PF09869	Euryarchaeota	False	False	False	False	False	False
PF09870	Euryarchaeota	False	False	False	False	False	False
PF09871	Euryarchaeota	False	False	False	False	False	False
PF09872	Euryarchaeota	False	False	False	False	False	False
PF09874	Euryarchaeota	False	False	False	False	False	False
PF09875	Euryarchaeota	False	False	False	False	False	False
PF09876	unclassifiable	False	False	False	False	False	False
PF09882	Euryarchaeota	False	False	False	False	False	False
PF09883	LACA	False	False	False	False	False	False
PF09884	Euryarchaeota	False	False	False	False	False	False
PF09885	Euryarchaeota	False	False	False	False	False	False
PF09886	Euryarchaeota	False	False	False	False	False	False
PF09887	Euryarchaeota	False	False	False	False	False	False
PF09888	Euryarchaeota	False	False	False	False	False	False
PF09889	Euryarchaeota	False	False	False	False	False	False
PF09890	Euryarchaeota	False	False	False	False	False	False
PF09891	TACK	False	False	False	False	False	False
PF09892	LACA	False	False	False	False	False	False
PF09894	Euryarchaeota	False	False	False	False	False	False
PF09895	TACK	False	False	False	False	False	False
PF09897	Euryarchaeota	False	False	False	False	False	False
PF09898	Proteobacteria	False	False	False	False	False	False
PF09899	LBCA	False	False	False	False	False	False
PF09900	post-LBCA	False	False	False	False	False	False
PF09902	Terrabacteria	False	False	False	False	False	False
PF09903	LBCA	False	False	False	False	False	False
PF09904	Proteobacteria	False	False	False	False	False	False
PF09905	LBCA	False	False	False	True	False	False
PF09906	Proteobacteria	False	False	False	False	False	False
PF09907	LBCA	True	False	True	False	False	True
PF09910	LACA	False	False	False	False	False	False
PF09911	Terrabacteria	False	False	False	False	False	False
PF09912	post-LBCA	False	False	False	False	False	False
PF09913	LBCA	False	False	False	False	False	False
PF09916	Proteobacteria	False	False	False	False	False	False
PF09917	unclassifiable	False	False	False	False	False	False
PF09918	LBCA	False	False	False	False	False	False
PF09919	Terrabacteria	False	False	False	False	False	False
PF09920	Euryarchaeota	False	False	False	False	False	False
PF09921	TACK	False	False	False	False	False	False
PF09922	post-LBCA	False	False	False	False	False	False
PF09923	Proteobacteria	False	False	False	False	False	False
PF09924	LBCA	False	False	False	False	False	False
PF09925	LBCA	False	False	False	False	False	False
PF09926	post-LBCA	False	False	False	False	False	False
PF09928	post-LBCA	False	False	False	False	False	False
PF09929	unclassifiable	False	False	False	False	False	False
PF09930	Euryarchaeota	False	False	False	False	False	False
PF09931	post-LBCA	False	False	False	False	False	False
PF09932	post-LBCA	False	False	False	False	False	False
PF09933	unclassifiable	False	False	False	False	False	False
PF09935	LBCA	False	False	False	False	False	False
PF09936	Proteobacteria	False	False	False	False	False	False
PF09937	Proteobacteria	False	False	False	False	False	False
PF09938	Proteobacteria	False	False	False	False	False	False
PF09939	Inspect	False	False	False	False	False	False
PF09940	LBCA	False	False	False	False	False	False
PF09941	Inspect	False	False	False	False	False	False
PF09943	TACK	False	False	False	False	False	False
PF09945	LBCA	False	False	False	False	False	False
PF09946	LACA	False	False	False	False	False	False
PF09947	Inspect	False	False	False	False	False	False
PF09948	LACA	False	False	False	False	False	False
PF09949	LBCA	False	False	False	False	False	False
PF09950	post-LBCA	False	False	False	False	False	False
PF09951	LBCA	False	False	False	False	False	False
PF09952	LBCA	False	False	False	False	False	False
PF09953	unclassifiable	False	False	False	False	False	False
PF09954	LBCA	False	False	False	False	False	False
PF09955	Proteobacteria	False	False	False	False	False	False
PF09956	LBCA	False	False	False	False	False	False
PF09957	LBCA	False	False	False	False	False	False
PF09958	TACK	False	False	False	False	False	False
PF09959	Euryarchaeota	False	False	False	False	False	False
PF09960	Terrabacteria	False	False	False	False	False	False
PF09962	Inspect	False	False	False	False	False	False
PF09963	Terrabacteria	False	False	False	False	False	False
PF09964	Terrabacteria	False	False	False	False	False	False
PF09965	LBCA	False	False	False	False	False	False
PF09966	LBCA	False	False	False	False	False	False
PF09967	LBCA	False	False	False	False	False	False
PF09968	LBCA	False	False	False	False	False	False
PF09969	LBCA	False	False	False	False	False	False
PF09970	LUCA	False	False	False	False	False	False
PF09971	Euryarchaeota	False	False	False	False	False	False
PF09972	LUCA	False	False	False	False	False	False
PF09973	TACK	False	False	False	False	False	False
PF09974	Euryarchaeota	False	False	False	False	False	False
PF09976	post-LBCA	False	False	False	False	False	False
PF09977	post-LBCA	False	False	False	False	False	False
PF09979	LBCA	False	False	False	False	False	False
PF09980	Inspect	False	False	False	False	False	False
PF09981	post-LBCA	False	False	False	False	False	False
PF09982	post-LBCA	False	False	False	False	False	False
PF09983	LBCA	False	False	False	False	False	False
PF09984	Proteobacteria	False	False	False	False	False	False
PF09985	post-LBCA	False	False	False	False	False	False
PF09986	Terrabacteria	False	False	False	False	False	False
PF09987	Euryarchaeota	False	False	False	False	False	False
PF09988	Terrabacteria	False	False	False	False	False	False
PF09989	LBCA	False	False	False	False	False	False
PF09990	LBCA	False	False	False	False	False	False
PF09991	LBCA	False	False	False	False	False	False
PF09992	LBCA	False	False	False	False	False	False
PF09994	post-LBCA	False	False	False	False	False	False
PF09995	LBCA	False	False	False	False	False	False
PF09996	LBCA	False	False	False	False	False	False
PF09997	LBCA	False	False	False	False	False	False
PF09998	post-LBCA	False	False	False	False	False	False
PF09999	LACA	False	False	False	False	False	False
PF10000	LBCA	False	False	False	False	False	False
PF10002	LBCA	False	False	False	False	False	False
PF10003	Proteobacteria	False	False	False	False	False	False
PF10005	LBCA	False	False	False	False	False	False
PF10006	LBCA	False	False	False	False	False	False
PF10007	LACA	False	False	False	False	False	False
PF10009	LBCA	False	False	False	False	False	False
PF10011	LBCA	False	False	False	False	False	False
PF10012	LBCA	False	False	False	False	False	False
PF10013	LBCA	False	False	False	False	False	False
PF10014	post-LBCA	False	False	False	False	False	False
PF10015	LACA	False	False	False	False	False	False
PF10016	post-LBCA	False	False	False	False	False	False
PF10017	LBCA	False	False	False	False	False	False
PF10020	LBCA	False	False	False	False	False	False
PF10021	LBCA	False	False	False	False	False	False
PF10022	LBCA	False	False	False	False	False	False
PF10023	LBCA	False	False	False	False	False	False
PF10025	LBCA	False	False	False	False	False	False
PF10026	LBCA	False	False	False	False	False	False
PF10027	unclassifiable	False	False	False	False	False	False
PF10028	post-LBCA	False	False	False	False	False	False
PF10029	LBCA	False	False	False	False	False	False
PF10030	unclassifiable	False	False	False	False	False	False
PF10031	Terrabacteria	False	False	False	False	False	False
PF10035	LBCA	False	False	False	False	False	False
PF10037		False	True	True	False	False	False
PF10038	Proteobacteria	False	False	False	False	False	False
PF10040	LUCA	False	False	False	False	False	False
PF10041	post-LBCA	False	False	False	False	False	False
PF10042	LBCA	False	False	False	False	False	False
PF10043	post-LBCA	False	False	False	False	False	False
PF10047	LBCA	False	False	False	False	False	False
PF10048	Proteobacteria	False	False	False	False	False	False
PF10049	LUCA	False	False	False	False	False	False
PF10050	LBCA	False	False	False	False	False	False
PF10051	TACK	False	False	False	False	False	False
PF10052	Proteobacteria	False	False	False	False	False	False
PF10054	post-LBCA	False	False	False	False	False	False
PF10055	post-LBCA	False	False	False	False	False	False
PF10056	LBCA	False	False	False	False	False	False
PF10057	Terrabacteria	False	False	False	False	False	False
PF10060	LBCA	False	False	False	False	False	False
PF10061	TACK	False	False	False	False	False	False
PF10063	post-LBCA	False	False	False	False	False	False
PF10065	Proteobacteria	False	False	False	False	False	False
PF10066	unclassifiable	False	False	False	False	False	False
PF10067	LBCA	False	False	False	False	False	False
PF10069	Terrabacteria	False	False	False	False	False	False
PF10070	LBCA	False	False	False	False	False	False
PF10071	LBCA	False	False	False	False	False	False
PF10073	Proteobacteria	False	False	False	True	True	True
PF10074	Proteobacteria	False	False	False	False	False	False
PF10076	post-LBCA	False	False	False	False	False	False
PF10077	LBCA	False	False	False	False	False	False
PF10078	Terrabacteria	False	False	False	False	False	False
PF10079	post-LBCA	False	False	False	False	False	False
PF10080	Inspect	False	False	False	False	False	False
PF10081	post-LBCA	False	False	False	False	False	False
PF10082	post-LBCA	False	False	False	False	False	False
PF10084	Proteobacteria	False	False	False	False	False	False
PF10086	post-LBCA	False	False	False	False	False	False
PF10087	unclassifiable	False	False	False	False	False	False
PF10088	LBCA	False	False	False	False	False	False
PF10090	Proteobacteria	False	False	False	False	False	False
PF10091	LBCA	False	False	False	False	False	False
PF10092	unclassifiable	False	False	False	False	False	False
PF10093	Proteobacteria	False	False	False	False	False	False
PF10094	post-LBCA	False	False	False	False	False	False
PF10095	Proteobacteria	False	False	False	False	False	False
PF10096	LUCA	False	False	False	False	False	False
PF10097	LBCA	False	False	False	False	False	False
PF10098	Proteobacteria	False	False	False	False	False	False
PF10099	LBCA	False	False	False	False	False	False
PF10101	unclassifiable	False	False	False	False	False	False
PF10102	LUCA	False	False	False	False	False	False
PF10103	Terrabacteria	False	False	False	False	False	False
PF10105	LBCA	False	False	False	False	False	False
PF10106	Proteobacteria	False	False	False	False	False	False
PF10107	unclassifiable	False	False	False	False	False	False
PF10108	LBCA	False	False	False	False	False	False
PF10109	post-LBCA	False	False	False	False	False	False
PF10110	LBCA	False	False	False	False	False	False
PF10111	LBCA	False	False	False	False	False	False
PF10112	Terrabacteria	False	False	False	False	False	False
PF10113		False	True	True	False	False	False
PF10114	LBCA	False	False	False	False	False	False
PF10115	Proteobacteria	False	False	False	False	False	False
PF10116	post-LBCA	False	False	False	False	False	False
PF10117	LBCA	False	False	False	False	False	False
PF10118	post-LBCA	False	False	False	False	False	False
PF10119	post-LBCA	False	False	False	False	False	False
PF10120	LACA	False	False	False	False	False	False
PF10122	post-LBCA	False	False	False	False	False	False
PF10123	post-LBCA	False	False	False	False	False	False
PF10124	LBCA	False	False	False	False	False	False
PF10127	LBCA	False	False	False	False	False	False
PF10128	Terrabacteria	False	False	False	False	False	False
PF10129	post-LBCA	False	False	False	False	False	False
PF10130	LUCA	False	True	True	False	False	False
PF10133	LACA	False	True	True	False	False	False
PF10134	LBCA	False	False	False	False	False	False
PF10135	LBCA	False	False	False	False	False	False
PF10136	Proteobacteria	False	False	False	False	False	False
PF10137	LBCA	False	False	False	False	False	False
PF10138	post-LBCA	False	False	False	False	False	False
PF10139	Proteobacteria	False	False	False	False	False	False
PF10140	Terrabacteria	False	False	False	False	False	False
PF10141	Terrabacteria	False	False	False	False	False	False
PF10142	LBCA	False	False	False	False	False	False
PF10143	LUCA	False	False	False	False	False	False
PF10144	Proteobacteria	False	False	False	False	False	False
PF10145	LBCA	False	False	False	False	False	False
PF10150	post-LBCA	True	True	True	False	False	True
PF10153		False	True	True	False	False	False
PF10155		True	True	True	False	False	False
PF10162	unclassifiable	False	False	False	False	False	False
PF10175		False	True	True	False	False	False
PF10180		False	True	True	False	False	False
PF10184	Terrabacteria	False	False	False	False	False	False
PF10189		False	True	True	False	False	False
PF10210		False	True	True	False	False	False
PF10213		False	True	True	False	False	False
PF10216	Terrabacteria	False	False	False	False	False	False
PF10236		False	True	True	False	False	False
PF10239		False	True	True	False	False	False
PF10244		True	True	True	False	False	False
PF10245		False	True	True	False	False	False
PF10246		False	True	True	False	False	False
PF10255		True	True	True	False	False	False
PF10258		False	True	True	False	False	False
PF10262	LBCA	False	False	False	False	False	False
PF10263	LBCA	False	False	False	False	False	False
PF10273		False	True	True	False	False	False
PF10276	Proteobacteria	False	False	False	False	False	False
PF10280		False	True	True	False	False	False
PF10282	LBCA	False	False	False	False	False	False
PF10288		True	False	True	False	False	False
PF10294	LBCA	False	False	False	False	False	False
PF10298	Terrabacteria	False	False	False	False	False	False
PF10300		False	True	True	False	False	False
PF10309		True	True	True	False	False	False
PF10330		False	True	True	False	False	False
PF10335	LBCA	False	False	False	False	False	False
PF10341		True	True	True	True	False	False
PF10357		False	True	True	False	False	False
PF10368	Terrabacteria	False	False	False	False	False	False
PF10369	LBCA	False	False	False	False	False	False
PF10370	LBCA	False	False	False	False	False	False
PF10371	LBCA	False	False	False	False	False	False
PF10373		False	True	True	False	False	False
PF10374		False	True	True	False	False	False
PF10378		False	True	True	False	False	False
PF10385	LBCA	True	True	True	False	False	False
PF10387	LBCA	False	False	False	False	False	False
PF10388	Terrabacteria	False	False	False	False	False	False
PF10391		False	False	False	True	False	True
PF10395		False	True	True	False	False	False
PF10396	LBCA	False	False	False	False	False	False
PF10397	LUCA	False	False	False	False	False	False
PF10399	post-LBCA	False	False	False	False	False	False
PF10400	unclassifiable	False	False	False	False	False	False
PF10401		False	True	True	False	False	False
PF10403		False	False	False	True	False	False
PF10404		False	False	False	True	False	True
PF10405		False	False	False	True	False	False
PF10410	LBCA	False	False	False	False	False	False
PF10411	Proteobacteria	False	False	False	False	False	False
PF10412	LUCA	False	False	False	False	False	False
PF10414	Proteobacteria	False	False	False	False	False	False
PF10415	LUCA	False	False	False	False	False	False
PF10417	LUCA	False	False	False	False	False	False
PF10418	LUCA	False	False	False	False	False	False
PF10421		False	True	True	False	False	False
PF10423	post-LBCA	False	False	False	False	False	False
PF10427		False	True	True	False	False	False
PF10429		False	True	True	False	False	False
PF10431	LBCA	False	False	False	False	False	False
PF10432	Terrabacteria	False	False	False	False	False	False
PF10435	Inspect	False	False	False	False	False	False
PF10437	LBCA	False	False	False	False	False	False
PF10438	post-LBCA	False	False	False	False	False	False
PF10441		False	True	True	False	False	False
PF10442	LBCA	False	False	False	False	False	False
PF10443		False	True	True	False	False	False
PF10447	Euryarchaeota	True	True	True	False	False	False
PF10453		False	True	True	False	False	False
PF10458	LBCA	True	True	True	False	False	False
PF10459	unclassifiable	False	False	False	False	False	False
PF10462	LBCA	False	False	False	False	False	False
PF10469		False	True	True	False	False	False
PF10477		False	True	True	False	False	False
PF10484		True	True	True	False	False	False
PF10500		False	True	True	False	False	False
PF10501		True	True	True	False	False	False
PF10502	LUCA	False	False	False	False	False	False
PF10503	LBCA	False	False	False	False	False	False
PF10504	post-LBCA	False	False	False	False	False	False
PF10509	LUCA	False	False	False	False	False	False
PF10517	unclassifiable	False	False	False	False	False	False
PF10518	LUCA	False	False	False	False	False	False
PF10523		False	False	False	True	False	False
PF10531	LBCA	False	False	False	False	False	False
PF10543	unclassifiable	False	False	False	False	False	False
PF10544	LBCA	False	False	False	False	False	False
PF10546	unclassifiable	False	False	False	False	False	False
PF10547	post-LBCA	False	False	False	False	False	False
PF10551	Terrabacteria	False	False	False	False	False	False
PF10552	post-LBCA	False	False	False	False	False	False
PF10555	LBCA	False	False	False	False	False	False
PF10559	LACA	False	False	False	False	False	False
PF10563	Proteobacteria	False	False	False	False	False	False
PF10566	LBCA	False	False	False	False	False	False
PF10567		False	True	True	False	False	False
PF10571	unclassifiable	False	False	False	False	False	False
PF10576	LBCA	False	False	False	False	False	False
PF10584	LACA	False	False	False	False	False	False
PF10588	LBCA	False	False	False	False	False	False
PF10589	LBCA	False	False	False	False	False	False
PF10590	LBCA	False	False	False	False	False	False
PF10592	LBCA	False	False	False	False	False	False
PF10593	LBCA	False	False	False	False	False	False
PF10596		True	True	True	False	False	False
PF10597		True	True	True	False	False	False
PF10598		True	True	True	False	False	False
PF10604	LUCA	False	False	False	False	False	False
PF10605	post-LBCA	False	False	False	False	False	False
PF10609	LBCA	False	False	False	False	False	False
PF10611	Terrabacteria	False	False	False	False	False	False
PF10612	Terrabacteria	False	False	False	False	False	False
PF10614	Proteobacteria	False	False	False	False	False	False
PF10615	post-LBCA	False	False	False	False	False	False
PF10617	Proteobacteria	False	False	False	False	False	False
PF10618	Proteobacteria	False	False	False	False	False	False
PF10620	post-LBCA	False	False	False	False	False	False
PF10621	Euryarchaeota	False	False	False	False	False	False
PF10626	FCB	False	False	False	False	False	False
PF10627	Proteobacteria	False	False	False	False	False	False
PF10628	Terrabacteria	False	False	False	False	False	False
PF10633	LUCA	False	False	False	False	False	False
PF10634	unclassifiable	False	False	False	False	False	False
PF10635	Terrabacteria	False	False	False	False	False	False
PF10636	Proteobacteria	False	False	False	False	False	False
PF10640		False	True	True	False	False	False
PF10646	unclassifiable	False	False	False	False	False	False
PF10647	post-LBCA	False	False	False	False	False	False
PF10648	post-LBCA	False	False	False	False	False	False
PF10649	Proteobacteria	False	False	False	False	False	False
PF10650		False	True	True	False	False	False
PF10651	Terrabacteria	False	False	False	False	False	False
PF10652	FCB	False	False	False	False	False	False
PF10658	Proteobacteria	False	False	False	False	False	False
PF10662	post-LBCA	False	False	False	False	False	False
PF10664	Terrabacteria	False	False	False	False	False	False
PF10668	Terrabacteria	False	False	False	False	False	False
PF10670	LBCA	False	False	False	False	False	False
PF10671	Proteobacteria	False	False	False	False	False	False
PF10672	LBCA	False	False	False	False	False	False
PF10673	Terrabacteria	False	False	False	False	False	False
PF10674	Terrabacteria	False	False	False	False	False	False
PF10675	Proteobacteria	False	False	False	False	False	False
PF10676	Terrabacteria	False	False	False	False	False	False
PF10677	LBCA	False	False	False	False	False	False
PF10678	post-LBCA	False	False	False	False	False	False
PF10679	Proteobacteria	False	False	False	False	False	False
PF10685	LBCA	False	False	False	False	False	False
PF10686	LBCA	False	False	False	False	False	False
PF10688	post-LBCA	False	False	False	False	False	False
PF10689	Proteobacteria	False	False	False	False	False	False
PF10691	Proteobacteria	False	False	False	False	False	False
PF10693	Terrabacteria	False	False	False	False	False	False
PF10694	Terrabacteria	False	False	False	False	False	False
PF10696	Proteobacteria	False	False	False	False	False	False
PF10698	post-LBCA	False	False	False	False	False	False
PF10702	Terrabacteria	False	False	False	False	False	False
PF10703	post-LBCA	False	False	False	False	False	False
PF10704	Terrabacteria	False	False	False	False	False	False
PF10706	post-LBCA	False	False	False	False	False	False
PF10707	post-LBCA	False	False	False	False	False	False
PF10708	Terrabacteria	False	False	False	False	False	False
PF10710	Terrabacteria	False	False	False	False	False	False
PF10711	post-LBCA	False	False	False	False	False	False
PF10716	Terrabacteria	False	False	False	False	False	False
PF10718	Terrabacteria	False	False	False	False	False	False
PF10719	LBCA	False	False	False	False	False	False
PF10720	Terrabacteria	False	False	False	False	False	False
PF10722	LBCA	False	False	False	False	False	False
PF10724	Terrabacteria	False	False	False	False	False	False
PF10726	Terrabacteria	False	False	False	False	False	False
PF10727	post-LBCA	False	False	False	False	False	False
PF10728	LBCA	False	False	False	False	False	False
PF10729		False	False	False	True	False	False
PF10730	Terrabacteria	False	False	False	False	False	False
PF10732	Terrabacteria	False	False	False	False	False	False
PF10734	Proteobacteria	False	False	False	False	False	False
PF10737	Terrabacteria	False	False	False	False	False	False
PF10738	Terrabacteria	False	False	False	False	False	False
PF10739	Terrabacteria	False	False	False	False	False	False
PF10740	Terrabacteria	False	False	False	False	False	False
PF10741	LBCA	False	False	False	False	False	False
PF10742	Terrabacteria	False	False	False	False	False	False
PF10745	Terrabacteria	False	False	False	False	False	False
PF10747	Terrabacteria	False	False	False	False	False	False
PF10750	Terrabacteria	False	False	False	False	False	False
PF10754	LBCA	False	False	False	False	False	False
PF10755	Proteobacteria	False	False	False	False	False	False
PF10756	post-LBCA	False	False	False	False	False	False
PF10758	Proteobacteria	False	False	False	False	False	False
PF10759	Terrabacteria	False	False	False	False	False	False
PF10763	Terrabacteria	False	False	False	False	False	False
PF10764	Terrabacteria	False	False	False	False	False	False
PF10768	Proteobacteria	False	False	False	False	False	False
PF10771	FCB	False	False	False	False	False	False
PF10776	Terrabacteria	False	False	False	False	False	False
PF10779	Terrabacteria	False	False	False	False	False	False
PF10780		False	True	True	False	False	False
PF10782	Terrabacteria	False	False	False	False	False	False
PF10783	Terrabacteria	False	False	False	False	False	False
PF10797	post-LBCA	False	False	False	False	False	False
PF10801	Terrabacteria	False	False	False	False	False	False
PF10803	Terrabacteria	False	False	False	False	False	False
PF10805	Proteobacteria	False	False	False	False	False	False
PF10816	post-LBCA	False	False	False	False	False	False
PF10821	Terrabacteria	False	False	False	False	False	False
PF10823	post-LBCA	False	False	False	False	False	False
PF10824	Terrabacteria	False	False	False	False	False	False
PF10825	post-LBCA	False	False	False	False	False	False
PF10826	Euryarchaeota	False	False	False	False	False	False
PF10842	Terrabacteria	False	False	False	False	False	False
PF10844	Terrabacteria	False	False	False	False	False	False
PF10850	Terrabacteria	False	False	False	False	False	False
PF10851	FCB	False	False	False	False	False	False
PF10853		False	True	True	False	False	False
PF10861	LBCA	False	False	False	False	False	False
PF10864	Terrabacteria	False	False	False	False	False	False
PF10865	Inspect	False	False	False	False	False	False
PF10869	Euryarchaeota	False	False	False	False	False	False
PF10881	LBCA	False	False	False	False	False	False
PF10882	LUCA	False	False	False	False	False	False
PF10884	LACA	False	False	False	False	False	False
PF10901	Terrabacteria	False	False	False	False	False	False
PF10908	unclassifiable	False	False	False	False	False	False
PF10915	PVC	False	False	False	False	False	False
PF10923	LBCA	False	False	False	False	False	False
PF10925	Terrabacteria	False	False	False	False	False	False
PF10926	post-LBCA	False	False	False	False	False	False
PF10928	Proteobacteria	False	False	False	False	False	False
PF10929	Terrabacteria	False	False	False	False	False	False
PF10932	Proteobacteria	False	False	False	False	False	False
PF10934	Terrabacteria	False	False	False	False	False	False
PF10935	Terrabacteria	False	False	False	False	False	False
PF10936	post-LBCA	False	False	False	False	False	False
PF10937		False	True	True	False	False	False
PF10938	Proteobacteria	False	False	False	False	False	False
PF10939	Terrabacteria	False	False	False	False	False	False
PF10942	Terrabacteria	False	False	False	False	False	False
PF10944	Terrabacteria	False	False	False	False	False	False
PF10946	post-LBCA	False	False	False	False	False	False
PF10947	Proteobacteria	False	False	False	False	False	False
PF10948	Proteobacteria	False	False	False	False	False	False
PF10955	Terrabacteria	False	False	False	False	False	False
PF10957	Terrabacteria	False	False	False	False	False	False
PF10958	Terrabacteria	False	False	False	False	False	False
PF10960	Terrabacteria	False	False	False	False	False	False
PF10962	post-LBCA	False	False	False	False	False	False
PF10966	Terrabacteria	False	False	False	False	False	False
PF10967	Euryarchaeota	False	False	False	False	False	False
PF10969	Terrabacteria	False	False	False	False	False	False
PF10970	Terrabacteria	False	False	False	False	False	False
PF10972	Proteobacteria	False	False	False	False	False	False
PF10973	Proteobacteria	False	False	False	False	False	False
PF10974	post-LBCA	False	False	False	False	False	False
PF10975	Proteobacteria	False	False	False	False	False	False
PF10977	Inspect	False	False	False	False	False	False
PF10978	Terrabacteria	False	False	False	False	False	False
PF10979	post-LBCA	False	False	False	False	False	False
PF10980	Proteobacteria	False	False	False	False	False	False
PF10981	Proteobacteria	False	False	False	False	False	False
PF10982	Proteobacteria	False	False	False	False	False	False
PF10983	Proteobacteria	False	False	False	False	False	False
PF10984	Proteobacteria	False	False	False	False	False	False
PF10985	unclassifiable	False	False	False	False	False	False
PF10986	Proteobacteria	False	False	False	False	False	False
